#0 0.05 0.1 0.15 0.2 0.25 0.3 0.35 0.4 0.45 0.5 0.6 0.7 0.8 1 1.5 2 2.5 3 
12 4 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1010 20 2000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
