5 4 6 0 0 0
7 6 8 0 0 0
9 8 10 0 0 0
11 10 12 0 0 0
14 12 16 7.56072e-12 0 0
18 16 20 1.75327e-06 0 0
22.5 20 25 9.29545e-09 0 0
27.5 25 30 1.68556e-15 0 0
32.5 30 35 3.10613e-09 0 0
37.5 35 40 6.58397e-09 0 0
45 40 50 6.22521e-12 0 0
55 50 60 2.99059e-12 0 0
70 60 80 1.54719e-12 0 0
90 80 100 2.89256e-19 0 0
110 100 120 0 0 0
130 120 140 0 0 0
150 140 160 0 0 0
170 160 180 0 0 0
190 180 200 0 0 0
210 200 220 0 0 0
